kan_neurons,kan_grid,lamb,ACC,Best_Epoch
1,3,0.1,0.5013623833656311,1
1,3,0.01,0.5722070932388306,1
1,3,0.001,0.7166212201118469,1
1,3,0.0001,0.7166212201118469,1
1,3,1e-05,0.7247956395149231,5
1,3,1e-06,0.7111716270446777,7
1,3,1e-07,0.7302452325820923,9
1,4,0.1,0.5013623833656311,0
1,4,0.01,0.6321525573730469,0
1,4,0.001,0.7084468603134155,1
1,4,0.0001,0.7166212201118469,16
1,4,1e-05,0.7166212201118469,1
1,4,1e-06,0.7275204062461853,20
1,4,1e-07,0.6948229074478149,0
1,5,0.1,0.5013623833656311,5
1,5,0.01,0.6021798253059387,2
1,5,0.001,0.7111716270446777,1
1,5,0.0001,0.7138964533805847,14
1,5,1e-05,0.7220708131790161,4
1,5,1e-06,0.7029972672462463,16
1,5,1e-07,0.7111716270446777,1
1,6,0.1,0.5013623833656311,2
1,6,0.01,0.6512261629104614,4
1,6,0.001,0.7193460464477539,5
1,6,0.0001,0.7111716270446777,1
1,6,1e-05,0.6866484880447388,0
1,6,1e-06,0.7084468603134155,0
1,6,1e-07,0.7275204062461853,1
1,7,0.1,0.4986375868320465,1
1,7,0.01,0.6702997088432312,2
1,7,0.001,0.7329699993133545,13
1,7,0.0001,0.7329699993133545,6
1,7,1e-05,0.7002724409103394,25
1,7,1e-06,0.7002724409103394,1
1,7,1e-07,0.7193460464477539,7
1,8,0.1,0.5013623833656311,0
1,8,0.01,0.6811988949775696,0
1,8,0.001,0.7302452325820923,7
1,8,0.0001,0.7057220339775085,1
1,8,1e-05,0.7111716270446777,1
1,8,1e-06,0.7084468603134155,0
1,8,1e-07,0.7247956395149231,7
2,3,0.1,0.4986375868320465,11
2,3,0.01,0.6457765698432922,2
2,3,0.001,0.7302452325820923,13
2,3,0.0001,0.7302452325820923,12
2,3,1e-05,0.7302452325820923,6
2,3,1e-06,0.7302452325820923,5
2,3,1e-07,0.7302452325820923,8
2,4,0.1,0.5013623833656311,0
2,4,0.01,0.667574942111969,2
2,4,0.001,0.7275204062461853,8
2,4,0.0001,0.7002724409103394,0
2,4,1e-05,0.7029972672462463,0
2,4,1e-06,0.7084468603134155,0
2,4,1e-07,0.7138964533805847,1
2,5,0.1,0.5013623833656311,0
2,5,0.01,0.5013623833656311,0
2,5,0.001,0.7302452325820923,10
2,5,0.0001,0.7057220339775085,29
2,5,1e-05,0.7138964533805847,1
2,5,1e-06,0.7193460464477539,11
2,5,1e-07,0.7084468603134155,0
2,6,0.1,0.5422343015670776,1
2,6,0.01,0.5940054655075073,0
2,6,0.001,0.7275204062461853,7
2,6,0.0001,0.7193460464477539,1
2,6,1e-05,0.7166212201118469,9
2,6,1e-06,0.7166212201118469,8
2,6,1e-07,0.7111716270446777,9
2,7,0.1,0.5013623833656311,0
2,7,0.01,0.6566757559776306,0
2,7,0.001,0.7275204062461853,6
2,7,0.0001,0.7138964533805847,14
2,7,1e-05,0.7302452325820923,10
2,7,1e-06,0.7247956395149231,7
2,7,1e-07,0.7193460464477539,6
2,8,0.1,0.5177111625671387,1
2,8,0.01,0.6021798253059387,0
2,8,0.001,0.7275204062461853,12
2,8,0.0001,0.7329699993133545,8
2,8,1e-05,0.7275204062461853,8
2,8,1e-06,0.7220708131790161,16
2,8,1e-07,0.7329699993133545,9
3,7,1e-06,0.7574931979179382,4
3,7,1e-06,0.7411444187164307,9
3,4,1e-05,0.7411444187164307,3
2,3,1e-07,0.7438691854476929,5
2,3,1e-07,0.7493187785148621,5
3,3,1e-05,0.7411444187164307,5
