cnn_blocks,dense_layers,_,RMSE,Best_Epoch
1,1,_,0.9545327425003052,1
1,2,_,1.1448304653167725,1
1,3,_,1.6682275533676147,1
2,1,_,0.7925170660018921,1
2,2,_,1.1088838577270508,1
2,3,_,1.2066551446914673,1
3,1,_,0.5634848475456238,1
