kan_neurons,kan_grid,lamb,ACC,Best_Epoch
10,8,0.1,0.38461539149284363,0
10,8,0.01,0.8910256624221802,70
10,8,0.001,0.8571428656578064,65
10,8,0.0001,0.7976190447807312,73
10,8,1e-05,0.8186812996864319,64
10,8,1e-06,0.8122710585594177,57
10,8,1e-07,0.8141025900840759,86
9,3,0.1,0.38461539149284363,0
9,3,0.01,0.872710645198822,45
9,3,0.001,0.8827838897705078,82
9,3,0.0001,0.83699631690979,60
9,3,1e-05,0.8260073065757751,51
9,3,1e-06,0.8021978139877319,19
9,3,1e-07,0.8150182962417603,33
9,4,0.1,0.38461539149284363,0
9,4,0.01,0.8736263513565063,19
9,4,0.001,0.83699631690979,56
9,4,0.0001,0.8186812996864319,78
9,4,1e-05,0.8040292859077454,54
9,4,1e-06,0.8141025900840759,69
9,4,1e-07,0.8223443031311035,60
9,5,0.1,0.38461539149284363,0
9,5,0.01,0.8717948794364929,34
9,5,0.001,0.8461538553237915,97
9,5,0.0001,0.8333333134651184,76
9,5,1e-05,0.8214285969734192,55
9,5,1e-06,0.8003662824630737,56
9,5,1e-07,0.8269230723381042,49
9,6,0.1,0.38461539149284363,0
9,6,0.01,0.9139193892478943,24
9,6,0.001,0.8571428656578064,55
9,6,0.0001,0.7921245694160461,48
9,6,1e-05,0.8067765831947327,31
9,6,1e-06,0.791208803653717,31
9,6,1e-07,0.7902930378913879,28
9,7,0.1,0.38461539149284363,0
9,7,0.01,0.8562270998954773,17
9,7,0.001,0.877289354801178,72
9,7,0.0001,0.819597065448761,42
9,7,1e-05,0.819597065448761,94
9,7,1e-06,0.8012820482254028,79
9,7,1e-07,0.8186812996864319,83
9,8,0.1,0.38461539149284363,0
9,8,0.01,0.8699633479118347,35
9,8,0.001,0.9020146727561951,65
9,8,0.0001,0.8058608174324036,40
9,8,1e-05,0.8287546038627625,94
9,8,1e-06,0.831501841545105,65
9,8,1e-07,0.8104395866394043,43
