kan_neurons,kan_grid,lamb,cnn_bottleneck_dim,ACC,Conf_Mtx,Best_Epoch,KAN_Relevance,CNN_Relevance,KAN M.R.F.,CNN M.R.F.
5,7,1e-07,5,0.9313187003135681,"[[414  23   3   1]
 [ 14 400   5   1]
 [  0   5  61   0]
 [  1   4  18 142]]",14,0.9046325087547302,0.09536747634410858,"V20: 0.33
V15: 0.29
V19: 0.29","V13: 0.70
V18: 0.66
V8: 0.60"
5,7,1e-07,8,0.8836996555328369,"[[395  43   2   1]
 [ 22 389   8   1]
 [  0  11  55   0]
 [  0   3  36 126]]",23,0.726638674736023,0.27336132526397705,"V15: 0.40
V19: 0.31
V20: 0.26","V23: 0.13
Ex1: 0.12
V18: 0.11"
5,7,1e-07,8,0.8992673754692078,"[[397  40   3   1]
 [ 19 390   8   3]
 [  0   9  56   1]
 [  0   3  23 139]]",32,0.7188458442687988,0.28115415573120117,"V15: 0.46
V19: 0.27
V20: 0.24","V20: 0.41
V15: 0.38
Ex1: 0.30"
5,7,1e-07,10,0.901098906993866,"[[403  36   1   1]
 [ 23 387   9   1]
 [  1   6  58   1]
 [  0   7  22 136]]",36,0.7939847111701965,0.20601528882980347,"V15: 0.36
V19: 0.25
V20: 0.23","Ex1: 0.08
V24: 0.01
V13: 0.01"
5,7,1e-07,10,0.901098906993866,"[[403  36   1   1]
 [ 23 387   9   1]
 [  1   6  58   1]
 [  0   7  22 136]]",36,0.7939847111701965,0.20601528882980347,"V15: 0.36
V19: 0.25
V20: 0.23","Ex1: 0.08
V24: 0.01
V13: 0.01"
7,8,0.001,3,0.9349817037582397,"[[417  22   1   1]
 [ 12 404   3   1]
 [  3   4  57   2]
 [  1   4  17 143]]",33,0.9926812052726746,0.007318831980228424,"V7: 0.36
V15: 0.29
V14: 0.22","Ex1: 0.25
V23: 0.23
V24: 0.22"
7,8,0.001,3,0.9349817037582397,"[[417  22   1   1]
 [ 12 404   3   1]
 [  3   4  57   2]
 [  1   4  17 143]]",33,0.9926812052726746,0.007318831980228424,"V7: 0.36
V15: 0.29
V14: 0.22","Ex1: 0.25
V23: 0.23
V24: 0.22"
7,8,0.001,7,0.9001831412315369,"[[404  34   3   0]
 [ 23 387   9   1]
 [  0   9  56   1]
 [  0   3  26 136]]",7,0.9388632774353027,0.06113675981760025,"V15: 0.38
V20: 0.23
V19: 0.22","V5: 0.38
V13: 0.35
V3: 0.35"
7,8,0.001,7,0.9001831412315369,"[[404  34   3   0]
 [ 23 387   9   1]
 [  0   9  56   1]
 [  0   3  26 136]]",7,0.9388632774353027,0.06113675981760025,"V15: 0.38
V20: 0.23
V19: 0.22","V5: 0.38
V13: 0.35
V3: 0.35"
7,8,0.001,10,0.9148351550102234,"[[414  24   3   0]
 [ 15 392  12   1]
 [  0   8  53   5]
 [  1   3  21 140]]",15,0.9601009488105774,0.03989902883768082,"V20: 0.26
V19: 0.24
V15: 0.22","V16: 0.36
V18: 0.36
V17: 0.35"
7,8,0.001,10,0.9148351550102234,"[[414  24   3   0]
 [ 15 392  12   1]
 [  0   8  53   5]
 [  1   3  21 140]]",15,0.9601009488105774,0.03989902883768082,"V20: 0.26
V19: 0.24
V15: 0.22","V16: 0.36
V18: 0.36
V17: 0.35"
