kan_neurons,kan_grid,lamb,alpha,ACC,Conf_Mtx,Best_Epoch,KAN_Relevance,CNN_Relevance,KAN M.R.F.,CNN M.R.F.
8,8,0.001,0.4,0.9139193892478943,"[[402  31   7   1]
 [ 10 404   6   0]
 [  1  10  47   8]
 [  0   5  15 145]]",36,0.9966569542884827,0.0033430953044444323,,
8,8,0.001,0.3,0.9221611618995667,"[[413  25   3   0]
 [ 17 394   9   0]
 [  1   7  55   3]
 [  0   6  14 145]]",30,0.9983429908752441,0.0016570001607760787,,
8,8,0.001,0.25,0.9194139242172241,"[[408  27   5   1]
 [ 11 397  12   0]
 [  1   8  54   3]
 [  0   4  16 145]]",32,0.9732823371887207,0.026717687025666237,,
8,8,0.001,0.2,0.9285714030265808,"[[413  24   4   0]
 [  9 403   7   1]
 [  0   7  53   6]
 [  0   4  16 145]]",13,0.8025864958763123,0.19741347432136536,,
8,8,0.001,0.1,0.9093406796455383,"[[406  30   4   1]
 [ 10 405   3   2]
 [  2   8  44  12]
 [  0   4  23 138]]",7,0.914535403251648,0.08546464890241623,,
8,8,0.001,0.05,0.9230769276618958,"[[416  23   1   1]
 [ 20 388  11   1]
 [  1   8  54   3]
 [  1   2  12 150]]",7,0.9118301868438721,0.08816979825496674,,
8,8,0.001,0.01,0.9276556968688965,"[[407  27   4   3]
 [ 11 404   5   0]
 [  2   4  59   1]
 [  0   2  20 143]]",12,0.8036738038063049,0.19632621109485626,,
3,7,0.001,0.9,0.9175823926925659,"[[410  26   4   1]
 [ 24 391   3   2]
 [  3   4  59   0]
 [  1   5  17 142]]",48,0.9897460341453552,0.010253943502902985,,
3,7,0.001,0.8,0.9230769276618958,"[[402  30   8   1]
 [  9 408   1   2]
 [  2   6  56   2]
 [  1   4  18 142]]",117,0.9707314968109131,0.029268531128764153,,
3,7,0.001,0.75,0.9249083995819092,"[[413  22   5   1]
 [ 16 401   1   2]
 [  2   5  59   0]
 [  1   3  24 137]]",31,0.9363759160041809,0.06362410634756088,,
3,7,0.001,0.7,0.9294871687889099,"[[413  24   3   1]
 [ 11 404   3   2]
 [  2   5  59   0]
 [  1   4  21 139]]",42,0.9913532733917236,0.008646742440760136,,
3,7,0.001,0.6,0.9157509207725525,"[[398  38   4   1]
 [ 15 402   1   2]
 [  2   5  59   0]
 [  1   4  19 141]]",19,0.9821024537086487,0.01789758913218975,,
3,7,0.001,0.5,0.918498158454895,"[[405  31   4   1]
 [ 17 400   1   2]
 [  2   5  58   1]
 [  1   4  20 140]]",34,0.9938697814941406,0.006130281835794449,,
3,7,0.001,0.4,0.9322344064712524,"[[411  24   5   1]
 [  9 407   2   2]
 [  2   4  60   0]
 [  1   5  19 140]]",57,0.9953631162643433,0.004636826924979687,,
3,7,0.001,0.3,0.9239926934242249,"[[407  29   4   1]
 [ 10 407   2   1]
 [  2   8  56   0]
 [  0   4  22 139]]",6,0.5466465950012207,0.4533533453941345,,
3,7,0.001,0.25,0.9166666865348816,"[[414  21   5   1]
 [ 16 391  13   0]
 [  1   7  53   5]
 [  1   5  16 143]]",23,0.639098584651947,0.3609013855457306,,
3,7,0.001,0.2,0.9230769276618958,"[[408  27   5   1]
 [ 11 403   4   2]
 [  3   7  52   4]
 [  1   4  15 145]]",110,0.9983302354812622,0.0016698002582415938,,
3,7,0.001,0.1,0.9175823926925659,"[[398  38   4   1]
 [ 10 400   9   1]
 [  1   6  59   0]
 [  1   2  17 145]]",22,0.49416038393974304,0.5058395862579346,,
3,7,0.001,0.05,0.9157509207725525,"[[405  31   4   1]
 [ 16 395   8   1]
 [  2   7  54   3]
 [  1   3  15 146]]",14,0.8091689944267273,0.1908309906721115,,
3,7,0.001,0.01,0.9258241653442383,"[[408  30   2   1]
 [ 13 402   4   1]
 [  0  10  56   0]
 [  0   4  16 145]]",58,0.7042347192764282,0.29576531052589417,,
