kan_neurons,kan_grid,lamb,RMSE,Best_Epoch
1,3,0.1,0.5730333924293518,54
1,3,0.01,0.36842766404151917,46
1,3,0.001,0.23497352004051208,55
1,3,0.0001,0.23819659650325775,28
1,3,1e-05,0.2498815655708313,14
1,3,1e-06,0.26499271392822266,17
1,4,0.1,0.6007016897201538,55
1,4,0.01,0.3907216787338257,43
1,4,0.001,0.3128974437713623,57
1,4,0.0001,0.37752172350883484,24
1,4,1e-05,0.39779210090637207,52
1,4,1e-06,0.4073493182659149,40
1,5,0.1,0.5843114256858826,8
1,5,0.01,0.35400715470314026,57
1,5,0.001,0.2108883559703827,59
1,5,0.0001,0.27135685086250305,45
1,5,1e-05,0.2496238797903061,37
1,5,1e-06,0.29049021005630493,44
1,6,0.1,0.573593020439148,48
1,6,0.01,0.40691468119621277,44
1,6,0.001,0.3642858564853668,54
1,6,0.0001,0.3693010210990906,43
1,6,1e-05,0.43334507942199707,6
1,6,1e-06,0.3489576578140259,46
2,3,0.1,0.580482542514801,4
2,3,0.01,0.3599579632282257,59
2,3,0.001,0.25978192687034607,57
2,3,0.0001,0.22308525443077087,48
2,3,1e-05,0.24924489855766296,11
2,3,1e-06,0.25125014781951904,30
2,4,0.1,0.592262327671051,59
2,4,0.01,0.3789129853248596,55
2,4,0.001,0.2181338220834732,57
2,4,0.0001,0.215730682015419,39
2,4,1e-05,0.2337922900915146,59
2,4,1e-06,0.24704504013061523,15
2,5,0.1,0.5736227631568909,38
2,5,0.01,0.3666106164455414,59
2,5,0.001,0.32974302768707275,47
2,5,0.0001,0.2810094952583313,52
2,5,1e-05,0.3542909622192383,20
2,5,1e-06,0.25320208072662354,34
2,6,0.1,0.5883459448814392,7
2,6,0.01,0.3725770115852356,59
2,6,0.001,0.23224200308322906,45
2,6,0.0001,0.3258950412273407,42
2,6,1e-05,0.24534526467323303,33
2,6,1e-06,0.2570644021034241,45
3,3,0.1,0.5686233043670654,59
3,3,0.01,0.35680150985717773,50
3,3,0.001,0.26582324504852295,56
3,3,0.0001,0.23618872463703156,59
3,3,1e-05,0.2727772891521454,11
3,3,1e-06,0.2504103183746338,20
3,4,0.1,0.5804449319839478,50
3,4,0.01,0.3676953911781311,55
3,4,0.001,0.3791654109954834,50
3,4,0.0001,0.3194822072982788,48
3,4,1e-05,0.33109718561172485,27
3,4,1e-06,0.2533749043941498,53
3,5,0.1,0.5740512609481812,5
3,5,0.01,0.3571624457836151,59
3,5,0.001,0.2163931131362915,44
3,5,0.0001,0.2592049241065979,12
3,5,1e-05,0.2305968552827835,51
3,5,1e-06,0.2180706262588501,47
3,6,0.1,0.5805432200431824,59
3,6,0.01,0.38004568219184875,56
3,6,0.001,0.32675454020500183,34
3,6,0.0001,0.3532586991786957,33
3,6,1e-05,0.3612244427204132,30
3,6,1e-06,0.3662753403186798,27
4,3,0.1,0.5658323764801025,55
4,3,0.01,0.36886656284332275,57
4,3,0.001,0.21523897349834442,41
4,3,0.0001,0.2357424795627594,15
4,3,1e-05,0.2286558747291565,55
4,3,1e-06,0.23893582820892334,59
4,4,0.1,0.5642231106758118,54
4,4,0.01,0.3845541179180145,57
4,4,0.001,0.28412264585494995,33
4,4,0.0001,0.24516485631465912,43
4,4,1e-05,0.2584993839263916,51
4,4,1e-06,0.2477521151304245,35
4,5,0.1,0.5769556164741516,55
4,5,0.01,0.34918075799942017,59
4,5,0.001,0.2101271152496338,52
4,5,0.0001,0.23622068762779236,35
4,5,1e-05,0.23705878853797913,40
4,5,1e-06,0.24560688436031342,30
4,6,0.1,0.5765822529792786,47
4,6,0.01,0.3657926917076111,59
4,6,0.001,0.2108311653137207,55
4,6,0.0001,0.2439817488193512,28
4,6,1e-05,0.24209144711494446,37
4,6,1e-06,0.24944765865802765,23
5,3,0.1,0.5873571038246155,39
5,3,0.01,0.3623863756656647,57
5,3,0.001,0.228623628616333,58
5,3,0.0001,0.2391727715730667,17
5,3,1e-05,0.28960591554641724,28
5,3,1e-06,0.26190122961997986,25
5,4,0.1,0.5831443667411804,54
5,4,0.01,0.34783226251602173,58
5,4,0.001,0.314405620098114,49
5,4,0.0001,0.3320309519767761,57
5,4,1e-05,0.3514828681945801,35
5,4,1e-06,0.3392592966556549,30
5,5,0.1,0.569145917892456,48
5,5,0.01,0.35073214769363403,59
5,5,0.001,0.317482054233551,59
5,5,0.0001,0.2739573121070862,13
5,5,1e-05,0.2591327130794525,39
5,5,1e-06,0.23442038893699646,34
5,6,0.1,0.5764532685279846,39
5,6,0.01,0.23947061598300934,40
5,6,0.001,0.23043276369571686,59
5,6,0.0001,0.21195568144321442,52
5,6,1e-05,0.2473469376564026,13
5,6,1e-06,0.23148465156555176,44
6,3,0.1,0.5813918113708496,47
6,3,0.01,0.34117966890335083,47
6,3,0.001,0.27957138419151306,59
6,3,0.0001,0.2739434838294983,35
6,3,1e-05,0.24395053088665009,40
6,3,1e-06,0.26448485255241394,54
6,4,0.1,0.5597233772277832,46
6,4,0.01,0.36153343319892883,59
6,4,0.001,0.2243732511997223,38
6,4,0.0001,0.23462526500225067,28
6,4,1e-05,0.2575167119503021,23
6,4,1e-06,0.23206883668899536,59
6,5,0.1,0.5679308772087097,59
6,5,0.01,0.3335762321949005,59
6,5,0.001,0.22518707811832428,49
6,5,0.0001,0.23014168441295624,51
6,5,1e-05,0.242451474070549,45
6,5,1e-06,0.24777963757514954,57
6,6,0.1,0.5544596910476685,59
6,6,0.01,0.3520803153514862,48
6,6,0.001,0.2643355131149292,28
6,6,0.0001,0.2546330392360687,43
6,6,1e-05,0.2250649482011795,47
6,6,1e-06,0.2611413896083832,24
7,3,0.1,0.5591339468955994,59
7,3,0.01,0.25416088104248047,57
7,3,0.001,0.22650747001171112,59
7,3,0.0001,0.2341860979795456,58
7,3,1e-05,0.25350210070610046,58
7,3,1e-06,0.24564623832702637,40
7,4,0.1,0.5846909284591675,59
7,4,0.01,0.3643864691257477,44
7,4,0.001,0.21194961667060852,58
7,4,0.0001,0.2888106107711792,20
7,4,1e-05,0.23103366792201996,57
7,4,1e-06,0.2989320158958435,58
7,5,0.1,0.5637511014938354,53
7,5,0.01,0.363699346780777,59
7,5,0.001,0.3331581652164459,34
7,5,0.0001,0.3577510714530945,51
7,5,1e-05,0.29716426134109497,24
7,5,1e-06,0.23317979276180267,26
7,6,0.1,0.5653231739997864,59
7,6,0.01,0.23595312237739563,59
7,6,0.001,0.21845389902591705,40
7,6,0.0001,0.2184726744890213,52
7,6,1e-05,0.2610139548778534,20
7,6,1e-06,0.23179294168949127,54
