kan_neurons,kan_grid,lamb,ACC,Best_Epoch
3,3,0.1,0.38461539149284363,0
3,3,0.01,0.8049450516700745,112
3,3,0.001,0.807692289352417,119
3,3,0.0001,0.8269230723381042,117
3,3,1e-05,0.7353479862213135,114
3,3,1e-06,0.8360806107521057,117
3,3,1e-07,0.7875458002090454,117
3,4,0.1,0.38461539149284363,0
3,4,0.01,0.7564102411270142,118
3,4,0.001,0.9020146727561951,115
3,4,0.0001,0.843406617641449,108
3,4,1e-05,0.8507326245307922,102
3,4,1e-06,0.8708791136741638,93
3,4,1e-07,0.8342490792274475,112
3,5,0.1,0.38461539149284363,0
3,5,0.01,0.708791196346283,87
3,5,0.001,0.8690476417541504,63
3,5,0.0001,0.8406593203544617,119
3,5,1e-05,0.8873626589775085,101
3,5,1e-06,0.8681318759918213,90
3,5,1e-07,0.8956043720245361,92
3,6,0.1,0.38461539149284363,0
3,6,0.01,0.803113579750061,117
3,6,0.001,0.9020146727561951,33
3,6,0.0001,0.9075091481208801,118
3,6,1e-05,0.8873626589775085,108
3,6,1e-06,0.8946886658668518,70
3,6,1e-07,0.9157509207725525,21
3,7,0.1,0.38461539149284363,0
3,7,0.01,0.7600732445716858,101
3,7,0.001,0.930402934551239,46
3,7,0.0001,0.9212453961372375,36
3,7,1e-05,0.9047619104385376,61
3,7,1e-06,0.9093406796455383,76
3,7,1e-07,0.9038461446762085,97
3,8,0.1,0.38461539149284363,0
3,8,0.01,0.7628205418586731,116
3,8,0.001,0.9056776762008667,41
3,8,0.0001,0.9038461446762085,54
3,8,1e-05,0.8873626589775085,99
3,8,1e-06,0.8516483306884766,56
3,8,1e-07,0.8754578828811646,100
4,3,0.1,0.38461539149284363,0
4,3,0.01,0.6309523582458496,114
4,3,0.001,0.8516483306884766,81
4,3,0.0001,0.8205128312110901,114
4,3,1e-05,0.8241758346557617,103
4,3,1e-06,0.8296703100204468,119
4,3,1e-07,0.8397436141967773,111
4,4,0.1,0.38461539149284363,0
4,4,0.01,0.7875458002090454,23
4,4,0.001,0.8809523582458496,112
4,4,0.0001,0.8974359035491943,106
4,4,1e-05,0.8553113341331482,106
4,4,1e-06,0.8479853272438049,118
4,4,1e-07,0.8562270998954773,119
4,5,0.1,0.38461539149284363,0
4,5,0.01,0.6913919448852539,98
4,5,0.001,0.8763736486434937,101
4,5,0.0001,0.8882783651351929,65
4,5,1e-05,0.8956043720245361,96
4,5,1e-06,0.8974359035491943,83
4,5,1e-07,0.8937729001045227,67
4,6,0.1,0.38461539149284363,0
4,6,0.01,0.7527472376823425,95
4,6,0.001,0.9175823926925659,101
4,6,0.0001,0.8946886658668518,48
4,6,1e-05,0.8672161102294922,98
4,6,1e-06,0.8663003444671631,93
4,6,1e-07,0.8681318759918213,109
4,7,0.1,0.38461539149284363,0
4,7,0.01,0.7866300344467163,119
4,7,0.001,0.930402934551239,118
4,7,0.0001,0.8690476417541504,29
4,7,1e-05,0.8626373410224915,86
4,7,1e-06,0.8754578828811646,39
4,7,1e-07,0.8589743375778198,64
4,8,0.1,0.38461539149284363,0
4,8,0.01,0.738095223903656,56
4,8,0.001,0.9258241653442383,50
4,8,0.0001,0.8992673754692078,31
4,8,1e-05,0.889194130897522,65
4,8,1e-06,0.9047619104385376,49
4,8,1e-07,0.8855311274528503,61
5,3,0.1,0.38461539149284363,0
5,3,0.01,0.7994505763053894,77
5,3,0.001,0.8763736486434937,116
5,3,0.0001,0.8534798622131348,95
5,3,1e-05,0.8388278484344482,106
5,3,1e-06,0.843406617641449,91
5,3,1e-07,0.8507326245307922,104
5,4,0.1,0.38461539149284363,0
5,4,0.01,0.6840659379959106,103
5,4,0.001,0.843406617641449,119
5,4,0.0001,0.8525640964508057,119
5,4,1e-05,0.860805869102478,95
5,4,1e-06,0.8791208863258362,98
5,4,1e-07,0.8635531067848206,55
5,5,0.1,0.38461539149284363,0
5,5,0.01,0.7564102411270142,119
5,5,0.001,0.918498158454895,106
5,5,0.0001,0.9038461446762085,100
5,5,1e-05,0.8791208863258362,39
5,5,1e-06,0.8791208863258362,28
5,5,1e-07,0.8782051205635071,65
5,6,0.1,0.38461539149284363,0
5,6,0.01,0.8836996555328369,102
5,6,0.001,0.9038461446762085,64
5,6,0.0001,0.9020146727561951,28
5,6,1e-05,0.8708791136741638,118
5,6,1e-06,0.8553113341331482,43
5,6,1e-07,0.8864468932151794,79
5,7,0.1,0.38461539149284363,0
5,7,0.01,0.791208803653717,119
5,7,0.001,0.9175823926925659,43
5,7,0.0001,0.9212453961372375,31
5,7,1e-05,0.9084249138832092,33
5,7,1e-06,0.9111721515655518,33
5,7,1e-07,0.9212453961372375,39
5,8,0.1,0.38461539149284363,0
5,8,0.01,0.8415750861167908,48
5,8,0.001,0.9258241653442383,66
5,8,0.0001,0.9221611618995667,49
5,8,1e-05,0.9203296899795532,34
5,8,1e-06,0.9093406796455383,34
5,8,1e-07,0.9075091481208801,68
6,3,0.1,0.38461539149284363,0
6,3,0.01,0.8113552927970886,115
6,3,0.001,0.8415750861167908,111
6,3,0.0001,0.8067765831947327,92
6,3,1e-05,0.8360806107521057,118
6,3,1e-06,0.83699631690979,93
6,3,1e-07,0.843406617641449,97
6,4,0.1,0.38461539149284363,0
6,4,0.01,0.8461538553237915,62
6,4,0.001,0.8928571343421936,119
6,4,0.0001,0.8214285969734192,110
6,4,1e-05,0.872710645198822,104
6,4,1e-06,0.889194130897522,101
6,4,1e-07,0.877289354801178,117
6,5,0.1,0.38461539149284363,0
6,5,0.01,0.8901098966598511,82
6,5,0.001,0.9139193892478943,103
6,5,0.0001,0.8562270998954773,94
6,5,1e-05,0.8745421171188354,87
6,5,1e-06,0.8113552927970886,115
6,5,1e-07,0.8818681240081787,110
6,6,0.1,0.38461539149284363,0
6,6,0.01,0.8278388381004333,24
6,6,0.001,0.9221611618995667,74
6,6,0.0001,0.9047619104385376,78
6,6,1e-05,0.8617216348648071,80
6,6,1e-06,0.872710645198822,117
6,6,1e-07,0.8644688725471497,99
6,7,0.1,0.38461539149284363,0
6,7,0.01,0.8470696210861206,119
6,7,0.001,0.9203296899795532,115
6,7,0.0001,0.8617216348648071,42
6,7,1e-05,0.8800366520881653,73
6,7,1e-06,0.8479853272438049,43
6,7,1e-07,0.8571428656578064,40
