kan_neurons,kan_grid,lamb,ACC,Best_Epoch
1,3,0.1,0.38461539149284363,0
1,3,0.01,0.8864468932151794,63
1,3,0.001,0.8974359035491943,101
1,3,0.0001,0.8012820482254028,92
1,3,1e-05,0.8177655935287476,43
1,3,1e-06,0.8214285969734192,45
1,3,1e-07,0.7857142686843872,95
1,4,0.1,0.38461539149284363,0
1,4,0.01,0.8919413685798645,119
1,4,0.001,0.8461538553237915,72
1,4,0.0001,0.8278388381004333,93
1,4,1e-05,0.8058608174324036,40
1,4,1e-06,0.8058608174324036,30
1,4,1e-07,0.7600732445716858,25
1,5,0.1,0.38461539149284363,0
1,5,0.01,0.8882783651351929,62
1,5,0.001,0.8424908518791199,48
1,5,0.0001,0.8150182962417603,49
1,5,1e-05,0.8049450516700745,52
1,5,1e-06,0.803113579750061,98
1,5,1e-07,0.8113552927970886,65
1,6,0.1,0.38461539149284363,0
1,6,0.01,0.8937729001045227,54
1,6,0.001,0.843406617641449,81
1,6,0.0001,0.8012820482254028,37
1,6,1e-05,0.8241758346557617,34
1,6,1e-06,0.8012820482254028,35
1,6,1e-07,0.8021978139877319,56
1,7,0.1,0.38461539149284363,0
1,7,0.01,0.8836996555328369,68
1,7,0.001,0.843406617641449,51
1,7,0.0001,0.8223443031311035,70
1,7,1e-05,0.819597065448761,50
1,7,1e-06,0.8214285969734192,75
1,7,1e-07,0.8150182962417603,49
1,8,0.1,0.38461539149284363,0
1,8,0.01,0.8873626589775085,70
1,8,0.001,0.860805869102478,90
1,8,0.0001,0.8095238208770752,73
1,8,1e-05,0.7939560413360596,61
1,8,1e-06,0.8003662824630737,33
1,8,1e-07,0.8388278484344482,65
2,3,0.1,0.38461539149284363,0
2,3,0.01,0.9020146727561951,45
2,3,0.001,0.860805869102478,105
2,3,0.0001,0.8168498277664185,50
2,3,1e-05,0.807692289352417,97
2,3,1e-06,0.8003662824630737,101
2,3,1e-07,0.7838827967643738,65
2,4,0.1,0.38461539149284363,0
2,4,0.01,0.8928571343421936,42
2,4,0.001,0.8882783651351929,52
2,4,0.0001,0.8287546038627625,62
2,4,1e-05,0.8287546038627625,65
2,4,1e-06,0.7875458002090454,44
2,4,1e-07,0.819597065448761,51
2,5,0.1,0.38461539149284363,0
2,5,0.01,0.889194130897522,31
2,5,0.001,0.8470696210861206,54
2,5,0.0001,0.8241758346557617,48
2,5,1e-05,0.807692289352417,67
2,5,1e-06,0.831501841545105,47
2,5,1e-07,0.8269230723381042,115
2,6,0.1,0.38461539149284363,0
2,6,0.01,0.9038461446762085,48
2,6,0.001,0.8580586314201355,63
2,6,0.0001,0.8287546038627625,44
2,6,1e-05,0.7939560413360596,33
2,6,1e-06,0.819597065448761,46
2,6,1e-07,0.8113552927970886,49
2,7,0.1,0.38461539149284363,0
2,7,0.01,0.8873626589775085,112
2,7,0.001,0.8626373410224915,57
2,7,0.0001,0.8287546038627625,98
2,7,1e-05,0.7985348105430603,41
2,7,1e-06,0.8131868243217468,105
2,7,1e-07,0.803113579750061,35
2,8,0.1,0.38461539149284363,0
