kan_neurons,kan_grid,lamb,RMSE,Best_Epoch
1,3,0.1,0.7768776416778564,69
1,3,0.01,0.4505155384540558,54
1,3,0.001,0.22311267256736755,34
1,3,0.0001,0.20840519666671753,17
1,3,1e-05,0.22846391797065735,18
1,3,1e-06,0.2657935321331024,69
1,4,0.1,0.8183494210243225,69
1,4,0.01,0.4354877471923828,69
1,4,0.001,0.21862398087978363,43
1,4,0.0001,0.24031060934066772,64
1,4,1e-05,0.21268968284130096,11
1,4,1e-06,0.24179424345493317,24
1,5,0.1,0.7678773403167725,69
1,5,0.01,0.448642373085022,69
1,5,0.001,0.2463608831167221,67
1,5,0.0001,0.26153308153152466,29
1,5,1e-05,0.24110661447048187,37
1,5,1e-06,0.2577790915966034,33
1,6,0.1,0.7689550518989563,68
1,6,0.01,0.4020839035511017,66
1,6,0.001,0.2639024555683136,36
1,6,0.0001,0.25652655959129333,31
1,6,1e-05,0.247904434800148,40
1,6,1e-06,0.2530025243759155,29
2,3,0.1,0.8038077354431152,69
2,3,0.01,0.2569717764854431,68
2,3,0.001,0.2188437283039093,66
2,3,0.0001,0.3019658923149109,67
2,3,1e-05,0.22870215773582458,21
2,3,1e-06,0.24724391102790833,39
2,4,0.1,0.7632937431335449,68
2,4,0.01,0.253165066242218,46
2,4,0.001,0.23704171180725098,68
2,4,0.0001,0.23171740770339966,23
2,4,1e-05,0.22943690419197083,23
2,4,1e-06,0.22283890843391418,12
2,5,0.1,0.791183590888977,60
2,5,0.01,0.41544392704963684,68
2,5,0.001,0.22725701332092285,27
2,5,0.0001,0.25865069031715393,27
2,5,1e-05,0.2484341710805893,26
2,5,1e-06,0.2544267177581787,30
2,6,0.1,0.7884349822998047,69
2,6,0.01,0.41512858867645264,31
2,6,0.001,0.23622027039527893,34
2,6,0.0001,0.216386616230011,11
2,6,1e-05,0.2380364090204239,30
2,6,1e-06,0.20945613086223602,11
3,3,0.1,0.8002859950065613,69
3,3,0.01,0.38207095861434937,36
3,3,0.001,0.21794536709785461,33
3,3,0.0001,0.2553272247314453,21
3,3,1e-05,0.29520198702812195,25
3,3,1e-06,0.22812677919864655,57
3,4,0.1,0.7928882241249084,39
3,4,0.01,0.465766578912735,44
3,4,0.001,0.22101666033267975,15
3,4,0.0001,0.25396934151649475,26
3,4,1e-05,0.22747793793678284,20
3,4,1e-06,0.23323339223861694,27
3,5,0.1,0.8215880393981934,69
3,5,0.01,0.24518784880638123,69
3,5,0.001,0.2180566042661667,25
3,5,0.0001,0.23433271050453186,27
3,5,1e-05,0.2293698936700821,19
3,5,1e-06,0.20218144357204437,13
3,6,0.1,0.7581238746643066,69
3,6,0.01,0.41514596343040466,35
3,6,0.001,0.35589051246643066,69
3,6,0.0001,0.27716657519340515,34
3,6,1e-05,0.32416707277297974,40
3,6,1e-06,0.4006980359554291,45
4,3,0.1,0.8139016628265381,69
4,3,0.01,0.3618868291378021,27
4,3,0.001,0.21946921944618225,33
4,3,0.0001,0.2222638726234436,19
4,3,1e-05,0.2026263326406479,16
4,3,1e-06,0.21461991965770721,16
4,4,0.1,0.786526083946228,43
4,4,0.01,0.4551635980606079,69
4,4,0.001,0.22542695701122284,59
4,4,0.0001,0.24721567332744598,52
4,4,1e-05,0.25109556317329407,20
4,4,1e-06,0.21346400678157806,18
4,5,0.1,0.7862783670425415,69
4,5,0.01,0.2543944716453552,58
4,5,0.001,0.26661258935928345,68
4,5,0.0001,0.2054612934589386,15
4,5,1e-05,0.21512842178344727,24
4,5,1e-06,0.20735618472099304,12
4,6,0.1,0.7464248538017273,69
4,6,0.01,0.4750634729862213,52
4,6,0.001,0.23807328939437866,50
4,6,0.0001,0.25909528136253357,23
4,6,1e-05,0.21536801755428314,55
